#OTU ID	mgm4653312	mgm4653313	mgm4653314	mgm4653315	mgm4653316	mgm4653317	mgm4718365	mgm4718366	mgm4718367
Ignavibacteriota	0.0003815418530216	0.0004563877252137	0.0002973425013937	0.0004437529739468	0.0003608692241311	0.0003988311804589	0.0005442064966197	0.0007201787689469	0.0009275974578465
Chlorobiota	0.0004557305466646	0.0003201525833588	0.0005575171901133	0.0004330601312011	0.0004863889542637	0.000488364710766	0.0005969102805917	0.0007069183344711	0.0008115321727421
Balneolota	3.17951544184666e-05	2.72470283709683e-05	6.19463544570402e-05	6.4157056474249e-05	7.84498313328626e-05	6.51152947688e-05	5.11066996091935e-05	5.71570451545229e-05	6.4275197727155e-05
Gemmatimonadota	0.0002437628505415	0.0003405878546371	0.0002725639596109	0.0002245496976598	0.0002667294265317	0.0002767400027674	0.0002814861189412	0.0005820873478536	0.0004429902116734
candidate.division.Zixibacteria	6.35903088369332e-05	8.17410851129049e-05	4.95570835656322e-05	8.55427419656653e-05	0.000109829763866	4.88364710766e-05	6.38833745114918e-05	0.0001198011666438	0.00010727946671
Candidatus.Marinimicrobia	6.35903088369332e-05	6.81175709274207e-05	4.95570835656322e-05	8.55427419656653e-05	0.000109829763866	3.25576473844e-05	9.22316219509663e-05	9.05367595247643e-05	0.00010727946671
Candidatus.Hydrogenedentes	4.23935392246222e-05	2.04352712782262e-05	3.71678126742241e-05	1.06928427457082e-05	3.13799325331451e-05	2.44182355383e-05	1.75679279906603e-05	1.87475108106835e-05	2.49702206997581e-05
Fibrobacterota	0.0066875808126841	0.0026089029665202	0.0031344855355262	0.0016360049400933	0.0072330744488899	0.0036057594478223	0.0189162664639434	0.0131406333092054	0.0364098186607083
Candidatus.Cloacimonetes	0.0	0.0	0.0	1.60392641185622e-05	1.56899662665725e-05	4.88364710766e-05	9.58250617672377e-06	1.78329980882112e-05	1.84964597775986e-05
Elusimicrobiota	0.001229412637514	0.0011648104628588	0.0011645914637923	0.0010853235386893	0.0010669177061269	0.0011476570703001	0.0010664530832512	0.002331092929582	0.001752077152433
Acidobacteriota	0.0014413803336371	0.0014985865604032	0.0017592764665799	0.0015985799904833	0.0014748568290578	0.001465094132298	0.001430189046876	0.0027398801165272	0.0020900999548686
Myxococcota	0.0014625771032494	0.0016484452164435	0.0017964442792541	0.0018284761095161	0.0019769357495881	0.0018313676653725	0.0017799505223264	0.004011510057125	0.0026422192792299
Nitrospinota	0.0001695741568984	0.000129423384762	0.000123892708914	9.08891633385194e-05	0.0001882795951988	0.0001383700013837	0.0001181842428462	0.0001737574172697	0.0001673929609872
Candidatus.Tectomicrobia	4.23935392246222e-05	4.08705425564524e-05	4.95570835656322e-05	2.67321068642704e-05	4.70698987997176e-05	4.88364710766e-05	3.35387716185332e-05	6.44731469343019e-05	5.04028528939561e-05
Spirochaetota	0.0043877313097483	0.0042709716971492	0.00431146627021	0.0043038692051475	0.0039224915666431	0.0037766870965904	0.0038517682119522	0.0063709528811037	0.0053796953263145
Bdellovibrionota	0.0004875257010831	0.0004563877252137	0.0005822957318961	0.0004223672884554	0.0004236290891974	0.0004476676515355	0.0004096521390549	0.0005555664789019	0.0006598612025658
